name,maj_axis,min_axis,mag,cat_num,in_maj,in_min
MCG-05-01-020,  3.00,  2.00,   15.0,,0,0
MCG-05-01-025,  2.00,  1.50,   16.0,,0,0
MCG-05-34-001, 20.00, 17.00,   12.0,NGC 5494,0,0
MCG-05-54-013, 20.00, 10.00,   14.0,,4,2.5
MCG-05-52-043, 16.00, 14.00,   12.0,NGC 7221,6,2
MCG-05-02-034,  6.00,  4.00,   15.0,,1.5,1.5
MCG-05-04-037,  6.00,  6.00,   15.0,,0,0
MCG-05-04-034,  5.00,  3.00,   15.0,,0,0
MCG-05-23-002,  8.00,  2.00,   16.0,,3,1
MCG-05-01-032,  5.00,  4.00,   16.0,,1.5,1.5
MCG-05-33-022,  4.00,  3.00,   15.0,NGC 5304,1.5,1.5
MCG-05-07-034,  0.00,  0.00,   14.0,,5,5
MCG-05-02-004,  5.00,  4.00,   15.0,,0,0
MCG-05-50-012,  2.00,  1.50,   15.0,,0,0
MCG-05-50-014,  2.00,  2.00,   15.0,,0,0
MCG-05-37-001, 17.00, 15.00,   13.0,NGC 5968,2,1.5
MCG-05-48-013,  4.00,  4.00,   15.0,,2,1.5
MCG-05-13-013, 25.00,  5.00,   14.0,,6,2
MCG-05-53-009,  8.00,  3.50,   15.0,,0,0
MCG-05-56-014, 36.00, 30.00,   11.0,NGC 7755,11,11
MCG-05-50-013,  6.00,  4.00,   15.0,,2,2
MCG-05-46-003,  4.00,  4.00,   16.0,,2,2
MCG-05-31-028,  0.00,  0.00,   12.0,NGC 4936,5,4
MCG-05-33-009,  6.00,  4.00,   16.0,,0.7,0.7
MCG-05-33-011,  5.00,  1.50,   15.0,,1.5,1.5
MCG-05-14-013, 12.00, 10.00,   14.0,,4,2
MCG-05-32-012,  6.00,  2.00,   15.0,,0,0
MCG-05-52-012,  5.00,  5.00,   15.0,,2,1.5
MCG-05-27-006,  6.00,  4.00,   15.0,,2,2
MCG-05-31-024, 11.00,  3.00,   15.0,IC  844,4,2.5
MCG-05-33-018, 10.00,  8.00,   14.0,NGC 5302,2,2
MCG-05-01-030,  5.00,  3.00,   15.0,,3,2
MCG-05-54-007, 10.00,  6.00,   14.0,,3,2
MCG-05-01-028,  8.00,  6.00,   14.0,,3.5,2.5
MCG-05-48-029, 12.00,  4.00,   15.0,,3,1.5
MCG-05-02-035,  5.00,  3.50,   15.0,,0,0
MCG-05-26-013,  8.00,  6.00,   15.0,,0,0
MCG-05-27-011,  3.00,  2.00,   15.0,,0,0
MCG-05-01-013,  3.00,  2.50,   15.0,,0,0
MCG-05-01-012,  5.00,  3.00,   16.0,,0.7,0
MCG-05-33-010,  6.00,  6.00,   15.0,,1.5,1.5
MCG-05-33-015, 10.00,  4.00,   14.0,NGC 5298,0,0
MCG-05-08-001, 15.00, 15.00,   14.0,,3,3
MCG-05-23-014, 23.00, 15.00,   13.0,NGC 3001,7,4
MCG-05-54-011,  7.00,  4.00,   15.0,,2,1.3
MCG-05-12-014, 10.00,  7.00,   15.0,,1,1
MCG-05-03-007,  8.00,  3.00,   15.0,,2,1
MCG-05-32-008,  8.00,  4.00,   15.0,,3,2
MCG-05-47-022, 12.00,  9.00,   14.0,,6,3
MCG-05-04-003, 16.00, 12.00,   13.0,IC 1637,3,2
MCG-05-52-060,  9.00,  6.00,   14.0,,2,1.5
MCG-05-33-005,  4.00,  1.00,   16.0,,0,0
MCG-05-27-016,  4.00,  4.00,   14.0,IC 2913,0,0
MCG-05-30-009, 10.00,  6.00,   15.0,,3,1.5
MCG-05-10-013, 12.00, 10.00,   14.0,,6,4
MCG-05-18-006, 13.00, 13.00,   14.0,,1.5,1.5
MCG-05-33-006,  7.00,  4.00,   15.0,NGC 5291,3,2
MCG-05-24-023,  6.00,  3.00,   16.0,,0,0
MCG-05-45-006,  1.50,  1.50,   15.0,,0,0
MCG-05-25-007, 15.00, 10.00,   14.0,,0,0
MCG-05-25-009, 10.00,  8.00,   14.0,IC 2588,3,2
MCG-05-32-047,  7.00,  6.00,   15.0,,2.5,2
MCG-05-23-003,  0.00,  0.00,   13.0,NGC 2904,4,3
MCG-05-32-070,  4.00,  2.00,   15.0,,0,0
MCG-05-51-030,  4.00,  4.00,   15.0,,0,0
MCG-05-02-033,  9.00,  2.00,   15.0,,0,0
MCG-05-32-017, 12.00,  4.00,   15.0,IC 4247,0,0
MCG-05-04-038,  6.00,  4.00,   15.0,,3,2.5
MCG-05-23-011, 30.00,  2.00,   15.0,,0,0
MCG-05-29-020, 18.00, 18.00,   14.0,IC 3010,3,3
MCG-05-24-011, 16.00,  6.00,   14.0,NGC 3082,4,3
MCG-05-23-004,  7.00,  7.00,   14.0,,2.5,2.5
MCG-05-33-032,  0.00,  0.00,   14.0,NGC 5357,3,2.5
MCG-05-32-010, 12.00,  3.00,   14.0,NGC 5126,3,1
MCG-05-35-007,  3.00,  3.00,   15.0,,1.5,1.5
MCG-05-25-006, 12.00,  9.00,   14.0,IC 2582,6,3
MCG-05-07-015,  5.00,  4.00,   14.0,,0,0
MCG-05-16-005,  6.00,  4.00,   15.0,,0,0
MCG-05-33-021,  8.00,  2.00,   15.0,,2,2
MCG-05-32-009, 15.00,  4.00,   13.0,NGC 5124,6,3
MCG-05-27-015, 55.00, 10.00,   12.0,NGC 3717,16,3
MCG-05-33-036, 25.00, 20.00,   14.0,,0,0
MCG-05-33-019,  0.00,  0.00,   14.0,IC 4329,2,2
MCG-05-25-031, 20.00,  4.00,   14.0,,6,2
MCG-05-07-024, 80.00, 70.00,   10.0,NGC 1097,32,11
MCG-05-23-005,  9.00,  2.50,   14.0,,0,0
MCG-05-34-004,  3.00,  2.00,   15.0,,0,0
MCG-05-33-023,  6.00,  1.00,   15.0,,1.5,1
MCG-05-56-017,  6.00,  4.00,   15.0,,2,2
MCG-05-25-035, 12.00,  4.00,   14.0,,0,0
MCG-05-25-011, 12.00, 10.00,   16.0,,3,1
MCG-05-24-012, 28.00,  4.00,   14.0,,5,2
MCG-05-56-028,  4.00,  3.00,   15.0,,0,0
MCG-05-07-022,  0.00,  0.00,   14.0,,6,3
MCG-05-31-030,  5.00,  3.00,   15.0,,0,0
MCG-05-10-009,  3.00,  3.00,   16.0,,1,1
MCG-05-04-002, 20.00, 18.00,   13.0,NGC  418,8,6
MCG-05-32-075,  4.00,  2.00,   15.0,IC 4324,0,0
MCG-05-09-011,  9.00,  7.00,   14.0,,3,3
MCG-05-33-016,  6.00,  4.00,   16.0,IC 4327,0,0
MCG-05-56-031,  9.00,  8.00,   15.0,,2.5,2
MCG-05-03-024, 14.00, 10.00,   14.0,NGC  378,4,2
MCG-05-25-034, 14.00, 12.00,   14.0,,4,3
MCG-05-29-006,  6.00,  2.50,   15.0,,2,2
MCG-05-31-029,  4.00,  4.00,   15.0,,2,2
MCG-05-03-025,  6.00,  1.50,   16.0,,0,0
MCG-05-28-008,  4.00,  3.00,   15.0,,2,1.5
MCG-05-25-014, 12.00,  2.00,   15.0,,3,1
MCG-05-01-041, 10.00,  2.00,   15.0,,0,0
MCG-05-23-007, 11.00,  8.00,   14.0,,3,2.5
MCG-05-01-017, 10.00,  5.00,   15.0,,0,0
MCG-05-17-002, 10.00,  5.00,   15.0,IC  456,4,4
MCG-05-32-073,  5.00,  3.00,   15.0,IC 4321,2,1.5
MCG-05-30-002, 10.00,  6.00,   15.0,NGC 4456:,2,1.5
MCG-05-53-029,  5.00,  2.50,   15.0,,0,0
MCG-05-16-016,  8.00,  6.00,   15.0,,0,0
MCG-05-14-011, 14.00,  8.00,   14.0,NGC 2049,4,2
MCG-05-32-042,  5.00,  4.00,   15.0,,2,1.5
MCG-05-31-031,  4.00,  3.00,   15.0,,1,1
MCG-05-29-027,  4.00,  2.00,   15.0,,0,0
MCG-05-45-001,  8.00,  2.00,   15.0,,3,2
MCG-05-28-005, 12.00,  2.00,   15.0,,0,0
MCG-05-29-026, 12.00,  4.00,   15.0,,3,2
MCG-05-50-005,  6.00,  4.00,   15.0,,2,2
MCG-05-53-027, 40.00,  8.00,   12.0,NGC 7361,16,4
MCG-05-51-013,  4.00,  4.00,   15.0,,0,0
MCG-05-53-007,  8.00,  7.00,   15.0,,4,3
MCG-05-31-017,  4.00,  2.00,   15.0,,2,1.7
MCG-05-50-015,  8.00,  2.00,   15.0,,0,0
MCG-05-26-001, 12.00, 10.00,   15.0,,2,1.5
MCG-05-52-052, 10.00,  2.50,   14.0,,6,2
MCG-05-29-018, 22.00,  3.00,   13.0,IC 3005,0,0
MCG-05-02-019, 12.00,  8.00,   14.0,IC 1555,4,3
MCG-05-32-074,  2.50,  2.00,   15.0,,0,0
MCG-05-02-021,  6.00,  4.00,   15.0,,0.1,0.1
MCG-05-33-045,  8.00,  5.00,   14.0,NGC 5464,5,3
MCG-05-29-009,  8.00,  2.00,   14.0,IC 2996,0,0
MCG-05-04-032,  9.00,  2.00,   16.0,,3,2
MCG-05-10-001,  9.00,  6.00,   15.0,,1,1
MCG-05-24-022,  8.00,  4.00,   14.0,NGC 3125,5,3.5
MCG-05-02-032,  5.00,  5.00,   14.0,,0,0
MCG-05-05-023, 20.00, 14.00,   14.0,NGC  749,8,3
MCG-05-01-037, 20.00,  4.00,   13.0,NGC    7,0,0
MCG-05-51-011, 13.00, 11.00,   16.0,,2,0.7
MCG-05-06-012, 10.00,  2.50,   15.0,,0,0
MCG-05-05-002,  7.00,  2.00,   15.0,NGC  639,4,2
MCG-05-15-001, 10.00,  8.00,   15.0,,1,0.5
MCG-05-33-027, 12.00,  1.50,   15.0,,3,1.5
MCG-05-53-008,  5.00,  2.00,   15.0,,0,0
MCG-05-32-066, 16.00,  8.00,   13.0,NGC 5264,0,0
MCG-05-16-004, 10.00,  8.00,   15.0,,2.5,2
MCG-05-05-003, 20.00, 13.00,   14.0,NGC  642,8,5
MCG-05-51-007,  3.00,  2.00,   15.0,,0,0
MCG-05-10-014, 12.00, 10.00,   14.0,,0.7,0.7
MCG-05-47-021,  4.00,  2.50,   15.0,,0,0
MCG-05-09-023, 60.00, 25.00,   12.0,NGC 1425,8,4
MCG-05-01-014,  5.00,  3.00,   15.0,,2,2
MCG-05-51-006,  3.00,  3.00,   15.0,,1.5,1.5
MCG-05-48-004,  4.00,  4.00,   16.0,,1,1
MCG-05-01-004,  0.00,  0.00,   16.0,,1.5,1.5
MCG-05-52-030,  7.00,  6.00,   15.0,,1.5,1.2
MCG-05-12-010, 10.00,  6.00,   14.0,NGC 1701,0,0
MCG-05-32-018,  9.00,  6.00,   14.0,IC 4248,3,3
MCG-05-32-050,105,105,    9.0,NGC 5236,20,15
MCG-05-49-001, 22.00,  5.00,   13.0,IC 5039,8,4
MCG-05-08-003,  8.00,  3.00,   15.0,,4,2
MCG-05-49-004,  0.00,  0.00,   15.0,,3,2.5
MCG-05-12-013,  8.00,  7.00,   16.0,,0.5,0.5
MCG-05-48-005,  4.00,  4.00,   15.0,,2,2
MCG-05-01-018,  3.00,  3.00,   15.0,,2,2
MCG-05-30-011, 17.00,  4.00,   14.0,,4,4
MCG-05-10-012, 20.00, 15.00,   14.0,,5,4
MCG-05-32-013, 16.00, 15.00,   13.0,NGC 5135,5,4
MCG-05-47-023,  9.00,  8.00,   14.0,,2,1.5
MCG-05-31-025, 25.00,  4.00,   15.0,,0,0
MCG-05-33-004,  2.00,  2.00,   15.0,,0,0
MCG-05-32-071, 12.00,  5.00,   14.0,IC 4319,1.5,1.5
MCG-05-50-002,  8.00,  8.00,   14.0,,4,4
MCG-05-29-014,  0.00,  0.00,   12.0,NGC 4106,7,5
MCG-05-51-001,  3.00,  2.00,   15.0,,0,0
MCG-05-11-010,  5.00,  4.00,   15.0,,1,1
MCG-05-31-007,  5.00,  3.00,   15.0,,3,2
MCG-05-29-013,  0.00,  0.00,   11.0,NGC 4105,9,7
MCG-05-14-010,  8.00,  5.00,   14.0,,0,0
MCG-05-55-021,  8.00,  5.00,   15.0,,3,1.5
MCG-05-34-015,  4.00,  4.00,   15.0,NGC 5626,2,2
MCG-05-01-016,  0.00,  0.00,   15.0,,2.5,2
MCG-05-31-034,  0.00,  0.00,   15.0,NGC 4955,3,2.5
MCG-05-34-007,  4.00,  4.00,   15.0,,2,2
MCG-05-11-013,  4.00,  3.00,   15.0,,2,1.5
MCG-05-11-012,  6.00,  5.00,   15.0,,3,2.5
MCG-05-51-015,  0.00,  0.00,   15.0,,3,3
MCG-05-13-014, 10.00,  2.00,   15.0,,0,0
MCG-05-54-018, 16.00,  6.00,   14.0,,6,3
MCG-05-29-025, 45.00, 15.00,   13.0,IC  764,20,4
MCG-05-32-038,  8.00,  4.00,   15.0,IC 4275,0,0
MCG-05-28-003,  9.00,  4.00,   15.0,,1.5,1
MCG-05-48-023, 10.00,  2.50,   15.0,,0,0
MCG-05-49-002, 20.00, 13.00,   13.0,IC 5041,4,2
MCG-05-50-001,  6.00,  4.00,   15.0,,1.5,1.5
MCG-05-14-002,  7.00,  4.00,   15.0,,1,1
MCG-05-11-015,  5.00,  4.00,   15.0,,3,2
MCG-05-18-004, 12.00, 10.00,   15.0,,4,3
MCG-05-29-004,  6.00,  5.00,   15.0,,0.5,0.5
MCG-05-29-033,  8.00,  6.00,   15.0,,1.5,1
MCG-05-24-015, 70.00,  5.00,   13.0,IC 2531,5,4
MCG-05-12-001,  6.00,  3.00,   15.0,,1.5,1.5
MCG-05-33-012,  6.00,  6.00,   15.0,IC 4326,1.5,1.5
MCG-05-54-024,  4.00,  4.00,   15.0,,2,2
MCG-05-32-025,  0.00,  0.00,   14.0,NGC 5153,4,3.5
MCG-05-32-024, 16.00,  4.00,   14.0,NGC 5152,2,2
MCG-05-31-009, 14.00,  2.00,   15.0,,0,0
MCG-05-07-007,  5.00,  3.00,   15.0,,2.5,2
MCG-05-07-027,  6.00,  2.50,   15.0,,0,0
MCG-05-34-002, 20.00, 20.00,   15.0,,0,0
MCG-05-25-033, 12.00,  8.00,   15.0,,0,0
MCG-05-51-014,  5.00,  4.00,   15.0,,0,0
MCG-05-07-006,  0.00,  0.00,   15.0,,2.5,2
MCG-05-02-029,  2.00,  1.00,   15.0,,0,0
MCG-05-20-003, 13.00, 12.00,   15.0,,0,0
MCG-05-56-033,  6.00,  4.00,   15.0,,2.5,2
MCG-05-50-004, 14.00,  4.00,   14.0,,5,2
MCG-05-32-023, 10.00, 10.00,   14.0,NGC 5150,4,3
MCG-05-02-010,  4.00,  4.00,   16.0,,0.5,0
MCG-05-56-003, 10.00, 10.00,   14.0,NGC 7749,2.5,2.5
MCG-05-46-001,  2.00,  2.00,   15.0,,0,0
MCG-05-32-002,  6.00,  6.00,   15.0,,2,2
MCG-05-17-001, 10.00,  4.00,   16.0,,1.5,1.5
MCG-05-32-014,  6.00,  5.00,   15.0,,0.7,0.7
MCG-05-55-014,  4.00,  2.50,   15.0,,2,2
MCG-05-29-002,  5.00,  4.00,   15.0,,0,0
MCG-05-31-003, 10.00,  8.00,   14.0,NGC 4806,3,1.5
MCG-05-50-017,  6.00,  5.00,   15.0,,2.5,2
MCG-05-51-004,  3.00,  2.00,   15.0,,0,0
MCG-05-53-032,  6.00,  6.00,   15.0,,0,0
MCG-05-55-008,  4.00,  3.00,   15.0,,0,0
MCG-05-02-028, 10.00,  5.00,   14.0,NGC  174,0,0
MCG-05-32-001,  5.00,  4.00,   15.0,,2,2
MCG-05-56-027,  7.00,  2.00,   15.0,,4,2
MCG-05-51-027,  4.00,  2.50,   15.0,,2.5,2
MCG-05-33-007,  8.00,  3.00,   16.0,IC 4325,2,0.7
MCG-05-32-021,  4.00,  4.00,   15.0,IC 4251,1.5,1.5
MCG-05-27-009,  6.00,  5.00,   15.0,,1.5,1.5
MCG-05-52-051, 12.00, 11.00,   12.0,NGC 7229,0,0
MCG-05-17-006,  7.00,  5.00,   14.0,,5,3
MCG-05-13-010, 12.00,  2.00,   15.0,,2,1
MCG-05-51-010, 11.00,  1.50,   15.0,,4,1.5
MCG-05-37-003, 15.00, 13.00,   13.0,NGC 6000,6,2
MCG-05-04-044, 50.00, 50.00,   11.0,NGC  613,25,8
MCG-05-27-010,  6.00,  3.00,   15.0,,2,1.5
MCG-05-14-009, 14.00,  4.00,   15.0,,2,1
MCG-05-26-011,  6.00,  2.00,   15.0,,0,0
MCG-05-46-002, 10.00,  5.00,   15.0,,2,1.5
MCG-05-55-007, 13.00,  1.00,   14.0,NGC 7645,4,3.5
MCG-05-02-012,  8.00,  5.00,   15.0,,4,2.5
MCG-05-18-001,  8.00,  8.00,   15.0,,4,4
MCG-05-47-024, 11.00,  1.50,   15.0,,0,0
MCG-05-14-001,  5.00,  4.00,   15.0,,1,1
MCG-05-51-020, 10.00,  5.00,   14.0,NGC 7152,0,0
MCG-05-18-002, 11.00,  6.00,   15.0,,3,2
MCG-05-29-010, 12.00,  4.00,   14.0,IC  760,0,0
MCG-05-33-034, 40.00, 10.00,   14.0,IC 4351,4,2
MCG-05-55-005,  6.00,  4.00,   15.0,NGC 7636,3,2.5
MCG-05-55-032,  3.00,  3.00,   15.0,,2,2
MCG-05-13-008, 14.00,  4.00,   15.0,NGC 1811,4,1.5
MCG-05-06-003,  7.00,  2.50,   15.0,,0,0
MCG-05-13-009,  8.00,  5.00,   14.0,NGC 1812,4,2.5
MCG-05-34-010, 12.00,  6.00,   15.0,,0,0
MCG-05-01-039,  5.00,  4.00,   15.0,,0,0
MCG-05-31-008,  1.50,  1.50,   15.0,,0,0
MCG-05-14-006,  0.00,  0.00,   14.0,,4,4
MCG-05-28-009,  0.00,  0.00,   12.0,NGC 3904,6,5
MCG-05-27-013, 10.00,  3.00,   15.0,,1.5,1
MCG-05-18-003, 12.00,  5.00,   14.0,,3,3
MCG-05-50-016,  6.00,  4.00,   15.0,,1,1
MCG-05-34-009, 30.00, 25.00,   14.0,NGC 5556,2,1
MCG-05-55-033,  0.00,  0.00,   15.0,,1.5,1.5
MCG-05-01-046, 10.00,  2.00,   15.0,,0,0
MCG-05-04-004,  8.00,  2.00,   14.0,NGC  423,0,0
MCG-05-51-018,  7.00,  2.00,   15.0,,2,2
MCG-05-31-001,  5.00,  4.00,   16.0,,1.5,1.5
MCG-05-52-056,  0.00,  0.00,   14.0,,4,3.5
MCG-05-12-003, 15.00, 13.00,   14.0,,0,0
MCG-05-07-008,  8.00,  5.00,   15.0,,3,1.5
MCG-05-24-030,  6.00,  4.00,   15.0,,1,1
MCG-05-32-019,  6.00,  5.00,   15.0,,1.5,1.5
MCG-05-56-008,  4.00,  1.50,   15.0,,0,0
MCG-05-56-020, 11.00,  6.00,   15.0,,3,1.5
MCG-05-01-009,  5.00,  3.00,   15.0,,2,2
MCG-05-51-012,  6.00,  4.00,   15.0,,0,0
MCG-05-23-013, 11.00,  5.00,   16.0,,0.7,0.7
MCG-05-51-022, 20.00,  2.00,   14.0,NGC 7153,6,2
MCG-05-29-003, 12.00,  6.00,   14.0,,4,2
MCG-05-56-007,  4.00,  3.00,   15.0,,2.5,2
MCG-05-56-026,  3.00,  3.00,   15.0,,0,0
MCG-05-52-032,  6.00,  4.00,   14.0,,0,0
MCG-05-13-001,  4.00,  4.00,   15.0,,1.5,1.5
MCG-05-29-032, 10.00,  2.00,   15.0,,0,0
MCG-05-55-028,  0.00,  0.00,   15.0,,2,2
MCG-05-01-011, 18.00, 10.00,   14.0,,5,2
MCG-05-32-049,  8.00,  3.00,   15.0,IC 4295,0,0
MCG-05-54-003,  6.00,  5.00,   15.0,,2.5,2.5
MCG-05-05-013,  0.00,  0.00,   15.0,,2,2
MCG-05-46-004,  4.00,  4.00,   16.0,,1.5,1.5
MCG-05-24-024, 60.00, 20.00,   13.0,NGC 3137,8,4
MCG-05-52-013, 12.00, 10.00,   15.0,,3,2
MCG-05-45-004,  5.00,  4.00,   15.0,,1,1
MCG-05-28-017,  0.00,  0.00,   16.0,,1.5,1.5
MCG-05-56-029,  4.00,  4.00,   15.0,,2,2
MCG-05-01-007,  3.00,  3.00,   15.0,,1.5,1.5
MCG-05-56-018,  6.00,  4.00,   15.0,,4,2.5
MCG-05-01-008,  6.00,  6.00,   14.0,IC 5364:,2,2
MCG-05-47-025,  7.00,  6.00,   15.0,,2,1.5
MCG-05-52-070, 24.00,  2.00,   13.0,,0,0
MCG-05-56-021,  4.00,  4.00,   15.0,,2,2
MCG-05-52-041,  7.00,  4.00,   15.0,,2,1.7
MCG-05-07-017, 18.00, 11.00,   12.0,NGC 1079,0,0
MCG-05-16-012,  5.00,  5.00,   16.0,,2,2
MCG-05-52-069,  0.00,  0.00,   12.0,NGC 7259,5,4
MCG-05-27-012, 10.00, 10.00,   13.0,,4,3
MCG-05-05-015, 10.00,  4.00,   15.0,,3,1.5
MCG-05-32-069,  8.00,  8.00,   15.0,IC 4318,4,2.5
MCG-05-15-002, 30.00, 20.00,   16.0,,5,1.5
MCG-05-24-029, 12.00,  2.00,   15.0,,2,1.5
MCG-05-55-003,  5.00,  5.00,   15.0,,3,2
MCG-05-30-008,  6.00,  4.00,   16.0,,2,1
MCG-05-33-046, 12.00,  2.00,   15.0,,2,1
MCG-05-30-007,  6.00,  2.00,   16.0,,1.3,1
MCG-05-05-008, 12.00,  8.00,   14.0,IC 1720,4,3
MCG-05-02-030A,  7.00,  2.00,   15.0,,0,0
MCG-05-26-006,  4.00,  4.00,   15.0,,2,1.5
MCG-05-28-018,  5.00,  5.00,   15.0,,2,2
MCG-05-05-021,  6.00,  4.00,   15.0,,2.5,2
MCG-05-24-025,  0.00,  0.00,   16.0,,2,2
MCG-05-25-026,  8.00,  3.00,   15.0,,2,2
MCG-05-10-006, 18.00,  2.50,   14.0,,6,2
MCG-05-01-040, 10.00, 10.00,   15.0,,1.5,1.5
MCG-05-32-062,  4.00,  3.00,   15.0,IC 4316,0,0
MCG-05-24-028, 45.00, 15.00,   12.0,NGC 3175,11,3
MCG-05-25-028, 12.00,  2.00,   15.0,,4,2
MCG-05-32-035,  4.00,  4.00,   15.0,IC 4273,1.5,1.3
MCG-05-23-008,  6.00,  5.00,   14.0,,3,2
MCG-05-33-035,  4.00,  2.50,   15.0,NGC 5393,0,0
MCG-05-52-044,  4.00,  4.00,   15.0,,1.5,1.2
MCG-05-51-028,  4.00,  3.50,   14.0,,4,3.5
MCG-05-52-017, 10.00,  2.00,   15.0,,0,0
MCG-05-55-015,  8.00,  3.00,   14.0,IC 5326,5,2.5
MCG-05-54-017,  4.00,  2.00,   15.0,,0,0
MCG-05-55-018,  8.00,  4.00,   14.0,,0,0
MCG-05-03-023,  6.00,  4.00,   15.0,,0,0
MCG-05-28-012,  0.00,  0.00,   11.0,NGC 3923,10,6
MCG-05-09-008,  2.00,  2.00,   15.0,,0,0
MCG-05-09-009,  7.00,  6.00,   15.0,,1,1
MCG-05-25-038,  5.00,  4.00,   15.0,,2.5,2
MCG-05-51-026,  5.00,  2.00,   15.0,,2,2
MCG-05-25-027,  0.00,  0.00,   15.0,,3,2.5
MCG-05-55-006,  5.00,  3.00,   15.0,,1,1
MCG-05-34-016, 12.00,  4.00,   15.0,,2,1.5
MCG-05-37-002, 12.00, 10.00,   14.0,,3,2
MCG-05-02-011,  8.00,  2.00,   15.0,,0,0
MCG-05-56-006,  6.00,  4.00,   15.0,,1.5,1.5
MCG-05-13-015,  5.00,  3.00,   16.0,,1,1
MCG-05-51-034, 14.00,  5.00,   14.0,,1,0.7
MCG-05-05-007, 17.00,  4.00,   14.0,,2,1
MCG-05-04-039,  6.00,  4.00,   15.0,,0,0
MCG-05-25-008,  0.00,  0.00,   15.0,IC 2586,4,3
MCG-05-14-015,  6.00,  4.00,   16.0,,2,0.7
MCG-05-34-011, 12.00,  8.00,   14.0,NGC 5592,3,2.5
MCG-05-06-001, 16.00, 10.00,   14.0,,5,2
MCG-05-17-005,  0.00,  0.00,   13.0,NGC 2325,6,4
MCG-05-16-003, 11.00,  4.00,   14.0,,8,4
MCG-05-51-025,  3.00,  2.00,   15.0,,0,0
MCG-05-32-051,  4.00,  3.00,   15.0,IC 4303,0,0
MCG-05-12-008, 10.00,  8.00,   17.0,,0,0
MCG-05-31-037, 16.00,  7.00,   15.0,NGC 4980,4,2.5
MCG-05-34-012,  6.00,  2.00,   16.0,,0,0
MCG-05-06-007, 14.00,  8.00,   14.0,,6,2.5
MCG-05-54-014,  8.00,  4.00,   15.0,,2.5,2
MCG-05-03-001,  5.00,  3.00,   15.0,,0,0
MCG-05-24-010, 15.00, 10.00,   14.0,,5,3
MCG-05-01-019,  6.00,  4.00,   15.0,,1.5,1
MCG-05-54-002,  7.00,  4.00,   15.0,,2.5,2
MCG-05-13-003,  4.00,  4.00,   15.0,,1.5,1.5
MCG-05-03-028,  2.50,  2.00,   15.0,,0,0
MCG-05-53-028,  2.00,  1.50,   15.0,,0,0
MCG-05-12-005, 10.00,  6.00,   15.0,,0,0
MCG-05-03-027,  6.00,  6.00,   14.0,IC 1628,3,3
MCG-05-25-010, 16.00,  4.00,   15.0,,2,1
MCG-05-56-032,  0.00,  0.00,   15.0,,2,2
MCG-05-01-045,  6.00,  4.00,   15.0,,0.7,0
MCG-05-14-014,  8.00,  3.00,   15.0,,2.5,2
MCG-05-05-004,  6.00,  6.00,   16.0,,2,1
MCG-05-06-005,  5.00,  4.00,   15.0,,4,2.5
MCG-05-54-022,  0.00,  0.00,   11.0,NGC 7507,15,15
MCG-05-25-029, 10.00,  2.00,   15.0,,0,0
MCG-05-25-017, 20.00, 15.00,   15.0,,2,2
MCG-05-16-008, 12.00,  4.00,   15.0,,0,0
MCG-05-31-035, 14.00, 10.00,   14.0,,3,1
MCG-05-07-031,  6.00,  2.00,   15.0,,0,0
MCG-05-53-012,  8.00,  3.00,   16.0,,0,0
MCG-05-52-005,  8.00,  8.00,   15.0,,1.5,1
MCG-05-48-027, 10.00,  5.00,   14.0,,0,0
MCG-05-28-015, 50.00,  5.00,   13.0,,0,0
MCG-05-28-011,  6.00,  4.00,   15.0,,3,1
MCG-05-14-003,  6.00,  6.00,   14.0,,0,0
MCG-05-30-006, 18.00,  6.00,   14.0,,3,1.5
MCG-05-24-009, 24.00,  3.00,   14.0,,0,0
MCG-05-46-005,  6.00,  6.00,   16.0,,1,1
MCG-05-33-028, 10.00,  6.00,   14.0,NGC 5328,4,3
MCG-05-28-010,  6.00,  2.00,   16.0,,1,1
MCG-05-06-016,  4.00,  2.00,   17.0,,0,0
MCG-05-51-032, 10.00,  8.00,   14.0,,2.5,2.5
MCG-05-02-022,  5.00,  2.00,   15.0,,0,0
MCG-05-12-011, 12.00,  7.00,   14.0,IC 2106,1,1
MCG-05-08-011, 10.00,  6.00,   14.0,,7,3
MCG-05-26-016, 12.00,  8.00,   13.0,NGC 3483,4,3
MCG-05-33-028A,  0.00,  0.00,   15.0,NGC 5330,2,2
MCG-05-25-016,  8.00,  6.00,   15.0,,3,2.5
MCG-05-31-002,  5.00,  1.50,   16.0,,0,0
MCG-05-31-032, 12.00,  6.00,   16.0,,4,2
MCG-05-52-064,  9.00,  8.00,   14.0,,6,4
MCG-05-17-008,  5.00,  4.00,   15.0,,3,2
MCG-05-51-024,  6.00,  2.00,   15.0,,3,2
MCG-05-24-021, 30.00, 10.00,   14.0,NGC 3113,7,3
MCG-05-56-022,  4.00,  3.00,   15.0,,0,0
MCG-05-52-004,  8.00,  5.00,   15.0,,3,2
MCG-05-17-004, 10.00,  2.00,   15.0,,0,0
MCG-05-33-029,  7.00,  3.00,   16.0,,1,1
MCG-05-53-013, 12.00, 12.00,   15.0,,3,1.5
MCG-05-02-013,  5.00,  2.00,   15.0,,0,0
MCG-05-31-033,  8.00,  4.00,   15.0,,0,0
MCG-05-52-066,  8.00,  2.00,   15.0,,2,1.5
MCG-05-54-010,  4.00,  4.00,   15.0,,2.5,2
MCG-05-27-003, 20.00,  8.00,   14.0,,11,3
